index,x,y,z,carla_heading,heading,latitude,longitude,elevation
154,104.48038482666016,58.63491439819336,236.2649688720703,111.3194351196289,201.3194351196289,42.300066687148416,-83.69801421551168,236.2649688720703
155,103.77062225341797,60.43550491333008,236.22564697265625,112.75574493408203,202.75574493408203,42.30005051203125,-83.69802283597912,236.22564697265625
156,103.02014923095703,62.00844192504883,236.1864013671875,118.2247314453125,208.2247314453125,42.30003638197425,-83.69803195089794,236.1864013671875
157,101.0893325805664,64.904052734375,236.10922241210938,129.10739135742188,219.10739135742188,42.30001037002427,-83.69805540175697,236.10922241210938
158,99.91156768798828,66.22582244873047,236.0713348388672,133.91342163085938,223.91342163085938,42.29999849625386,-83.69806970637697,236.0713348388672
159,98.61772155761719,67.47348022460938,236.03366088867188,138.12631225585938,228.12631225585938,42.299987288246484,-83.69808542086918,236.03366088867188
160,97.23629760742188,68.62274169921875,235.9961700439453,142.3207550048828,232.3207550048828,42.29997696415478,-83.69810219904349,235.9961700439453
161,94.15316009521484,70.70683288574219,235.9219970703125,147.73095703125,237.73095703125,42.29995824225904,-83.69813964549039,235.9219970703125
162,94.15316009521484,70.70683288574219,235.9219970703125,147.73095703125,237.73095703125,42.29995824225904,-83.69813964549039,235.9219970703125
163,92.52705383300781,71.68563842773438,235.8849639892578,150.11239624023438,240.11239624023438,42.29994944940992,-83.6981593954696,235.8849639892578
164,90.13922119140625,72.96561431884766,235.8468017578125,153.53378295898438,243.53378295898438,42.29993795107222,-83.69818839704604,235.8468017578125
165,90.13922119140625,72.96561431884766,235.8468017578125,153.53378295898438,243.53378295898438,42.29993795107222,-83.69818839704604,235.8468017578125
166,87.4879150390625,73.92151641845703,235.7952423095703,164.6921844482422,254.6921844482422,42.29992936396758,-83.69822059865712,235.7952423095703
167,87.4879150390625,73.92151641845703,235.7952423095703,164.6921844482422,254.6921844482422,42.29992936396758,-83.69822059865712,235.7952423095703
168,85.51522064208984,74.59496307373047,235.7483673095703,165.59185791015625,255.59185791015625,42.29992331422929,-83.69824455814503,235.7483673095703
169,85.51522064208984,74.59496307373047,235.7483673095703,165.59185791015625,255.59185791015625,42.29992331422929,-83.69824455814503,235.7483673095703
170,83.59153747558594,75.14282989501953,235.7027130126953,162.08755493164062,252.08755493164062,42.29991839260529,-83.69826792236387,235.7027130126953
171,84.43649291992188,74.8810043334961,235.72274780273438,164.80197143554688,254.80197143554688,42.29992074464951,-83.69825765990264,235.72274780273438
172,84.43649291992188,74.8810043334961,235.72274780273438,164.80197143554688,254.80197143554688,42.29992074464951,-83.69825765990264,235.72274780273438
173,82.54469299316406,75.47026062011719,235.67913818359375,163.02171325683594,253.02171325683594,42.29991545121345,-83.69828063688152,235.67913818359375
174,80.66083526611328,76.0065689086914,235.64273071289062,164.81394958496094,254.81394958496094,42.29991063342206,-83.69830351739789,235.64273071289062
175,78.7836685180664,76.46046447753906,235.61180114746094,167.64712524414062,257.6471252441406,42.29990655596444,-83.69832631664855,235.61180114746094
176,76.9090347290039,76.78048706054688,235.58580017089844,172.2626953125,262.2626953125,42.299903681121236,-83.69834908513499,235.58580017089844
177,75.07041931152344,76.94960021972656,235.56504821777344,177.54730224609375,267.54730224609375,42.29990216193522,-83.69837141615795,235.56504821777344
178,73.3039779663086,76.97318267822266,235.5498809814453,181.39306640625,271.39306640625,42.29990195008807,-83.69839287058605,235.5498809814453
179,71.59487915039062,76.8890151977539,235.5308837890625,185.4912872314453,275.4912872314453,42.29990270618572,-83.69841362855671,235.5308837890625
180,69.61051177978516,77.26890563964844,235.50465393066406,161.50296020507812,251.50296020507812,42.29989929353431,-83.69843772981949,235.50465393066406
181,67.1026840209961,77.70706176757812,235.4906768798828,164.1362762451172,254.1362762451172,42.29989535746731,-83.69846818880441,235.4906768798828
182,62.5067138671875,76.98238372802734,235.2979278564453,208.72872924804688,298.7287292480469,42.29990186743274,-83.69852400945842,235.2979278564453
183,62.5067138671875,76.98238372802734,235.2979278564453,208.72872924804688,298.7287292480469,42.29990186743274,-83.69852400945842,235.2979278564453
184,60.59382629394531,75.3145523071289,235.29330444335938,224.87864685058594,314.87864685058594,42.299916849980065,-83.69854724255867,235.29330444335938
185,61.321075439453125,76.039794921875,235.28994750976562,224.38694763183594,314.38694763183594,42.299910334944485,-83.69853840970694,235.28994750976562
186,61.321075439453125,76.039794921875,235.28994750976562,224.38694763183594,314.38694763183594,42.299910334944485,-83.69853840970694,235.28994750976562
187,59.91745376586914,74.70604705810547,235.29730224609375,223.37847900390625,313.37847900390625,42.299922316334204,-83.69855545748514,235.29730224609375
188,58.98815155029297,73.78085327148438,235.30465698242188,228.91661071777344,318.91661071777344,42.29993062757947,-83.69856674438556,235.30465698242188
189,58.131351470947266,72.76555633544922,235.31201171875,234.6294937133789,324.6294937133789,42.299939748242366,-83.69857715070657,235.31201171875
190,57.35870361328125,71.65599822998047,235.3229217529297,240.51708984375,330.51708984375,42.29994971567507,-83.6985865349513,235.3229217529297
191,56.68511199951172,70.45085144042969,235.3550262451172,246.57942962646484,336.57942962646484,42.29996054180265,-83.69859471610201,235.3550262451172
192,56.12797164916992,69.1524658203125,235.4106903076172,252.81649780273438,342.8164978027344,42.299972205515246,-83.69860148288632,235.4106903076172
