"rowID","Metadata,MulticastAddress","Metadata,StateVersion","Metadata,IsTerminated","Metadata,TimeOfCommit","Metadata,TimeOfReceipt","Metadata,Enum,Middleware::EventType","tspi.time.nanosecondsSince1970,Int64","Enum,TENA::RTcode,tspi.position.geodetic_asTransmitted.srf.rtCode (optional)","tspi.position.geodetic_asTransmitted.latitudeInDegrees,Float64 (optional)","tspi.position.geodetic_asTransmitted.longitudeInDegrees,Float64 (optional)","tspi.position.geodetic_asTransmitted.heightAboveEllipsoidInMeters,Float64 (optional)","Enum,TENA::RTcode,tspi.position.ltpENU_asTransmitted.srf.rtCode (optional)","tspi.position.ltpENU_asTransmitted.srf.latitudeInDegrees,Float64 (optional)","tspi.position.ltpENU_asTransmitted.srf.longitudeInDegrees,Float64 (optional)","tspi.position.ltpENU_asTransmitted.srf.heightAboveEllipsoidInMeters,Float64 (optional)","tspi.position.ltpENU_asTransmitted.srf.azimuthInRadians,Float64 (optional)","tspi.position.ltpENU_asTransmitted.srf.xFalseOriginInMeters,Float64 (optional)","tspi.position.ltpENU_asTransmitted.srf.yFalseOriginInMeters,Float64 (optional)","tspi.position.ltpENU_asTransmitted.xInMeters,Float64 (optional)","tspi.position.ltpENU_asTransmitted.yInMeters,Float64 (optional)","tspi.position.ltpENU_asTransmitted.zInMeters,Float64 (optional)","Enum,TENA::RTcode,tspi.velocity.ltpENU_asTransmitted.srf.rtCode (optional)","tspi.velocity.ltpENU_asTransmitted.srf.latitudeInDegrees,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.longitudeInDegrees,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.heightAboveEllipsoidInMeters,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.azimuthInRadians,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.xFalseOriginInMeters,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.srf.yFalseOriginInMeters,Float64 (optional)","tspi.velocity.ltpENU_asTransmitted.vxInMetersPerSecond,Float32 (optional)","tspi.velocity.ltpENU_asTransmitted.vyInMetersPerSecond,Float32 (optional)","tspi.velocity.ltpENU_asTransmitted.vzInMetersPerSecond,Float32 (optional)","Enum,TENA::RTcode,tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.rtCode (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.latitudeInDegrees,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.longitudeInDegrees,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.heightAboveEllipsoidInMeters,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.azimuthInRadians,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.xFalseOriginInMeters,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.srf.yFalseOriginInMeters,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.rotZinRadians,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.rotYinRadians,Float64 (optional)","tspi.orientation.frdWRTltpENUbodyFixedZYX_asTransmitted.rotXinRadians,Float64 (optional)","const^Metadata,SDOid.hostIPaddress","const^Metadata,SDOid.processID","const^Metadata,SDOid.processCreateTimeSec","const^Metadata,SDOid.counter","const^Metadata,Enum,Middleware::CommunicationProperties","const^Metadata,ApplicationId","const^Metadata,Endpoint","const^Metadata,PublisherSessionId","const^Metadata,ReactivationCount","const^Metadata,TimeOfCreation","const^Metadata,TimeOfDiscovery","const^identifier,String","const^sourceIdentifier,String","const^Enum,VUG::LVCindicator,lvcIndicator","const^type,String","const^material,String"
16837,"N/A",4437,0,1712338352861109000,1712338352907352000,"StateChange",1712338352861001000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,104.002426147461,130.824035644531,241.702514648437,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-1.44438707828522,-0.0392992235720158,-0.0444400273263454,"10.91.0.35",365,1712337900,17,"Reliable",96,"10.91.0.35:45053",0,0,1712337909214479000,1712338074703049000,"UCLA-OPENCDA","CARLA-UCLA-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16838,"N/A",4340,0,1712338352880340000,1712338352913163000,"StateChange",1712338352880228000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,78.7555999755859,120.28311920166,240.065612792969,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.000918339472264051,-0.000708839274011552,-0.00155949394684285,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.748243570327759,-0.0119009576737881,-0.0883808135986328,"10.91.0.163",440,1712337902,25,"Reliable",99,"10.91.0.163:46341",0,0,1712337919024240000,1712338074514676000,"ORNL-AUTO-1","CARLA-ORNL-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16839,"N/A",4216,0,1712338352917397000,1712338352956567000,"StateChange",1712338352917311000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,70.4009552001953,111.92163848877,239.342468261719,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.592342257499695,-7.49474526884342e-09,-0.108615279197693,"10.91.0.4",285,1712337901,42,"Reliable",98,"10.91.0.4:34629",0,0,1712337931381602000,1712338073925852000,"MCITY-CAV-01","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.lincoln.mkz2017","Aluminum"
16840,"N/A",1852,0,1712338352918186000,1712338352957041000,"StateChange",1712338352918133000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-1.57079637050629,0.0,0.0,"10.91.0.4",285,1712337901,4801,"Reliable",98,"10.91.0.4:34629",0,0,1712338167781740000,1712338167821434000,"MCITY-TERASIM-01","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16841,"N/A",1044,0,1712338352918383000,1712338352957525000,"StateChange",1712338352918340000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,51.4560775756836,75.5308074951172,237.871047973633,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-3.17543983459473,-9.31610011356554e-10,0.0248457174748182,"10.91.0.4",285,1712337901,8046,"Reliable",98,"10.91.0.4:34629",0,0,1712338248621734000,1712338248665516000,"MCITY-TERASIM-02","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16842,"N/A",3826,0,1712338352968897000,1712338352970179000,"StateChange",1712338352967733000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3017399,-83.6981651,240.7,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.3017399,-83.6981651,240.7,1.29699780038829,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3017399,-83.6981651,240.7,1.29699780038829,0.0,0.0,0.0,0.0,0.0,"10.91.0.164",1167,1712337925,11,"Reliable",105,"10.91.0.164:44291",0,0,1712337975544429000,1712338073398173000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16843,"N/A",4601,0,1712338352928496000,1712338353009729000,"StateChange",1712338352928365000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,59.685417175293,81.6131896972656,238.214172363281,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0108625637367368,0.298678517341614,0.00894092302769423,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.0103690177202225,0.00362988701090217,-0.0149306049570441,"10.91.0.3",431,1712337860,26,"Reliable",90,"10.91.0.3:41593",0,0,1712337892881616000,1712338074336663000,"carma_1","CARLA-FHWA-3","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16844,"N/A",4341,0,1712338352980439000,1712338353018171000,"StateChange",1712338352980354000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,78.7560806274414,120.283515930176,240.065719604492,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.00135862349998206,-7.17520670150407e-05,-0.000911010312847793,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.74824470281601,-0.0118939643725753,-0.0883306190371513,"10.91.0.163",440,1712337902,25,"Reliable",99,"10.91.0.163:46341",0,0,1712337919024240000,1712338074514676000,"ORNL-AUTO-1","CARLA-ORNL-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16845,"N/A",4217,0,1712338352981248000,1712338353018740000,"StateChange",1712338352981165000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,70.4014511108398,111.922264099121,239.342529296875,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.593357384204865,3.74737041397566e-09,-0.108609907329082,"10.91.0.4",285,1712337901,42,"Reliable",98,"10.91.0.4:34629",0,0,1712337931381602000,1712338073925852000,"MCITY-CAV-01","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.lincoln.mkz2017","Aluminum"
16846,"N/A",4438,0,1712338352973120000,1712338353019192000,"StateChange",1712338352973018000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,104.002426147461,130.824035644531,241.702514648437,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-1.44438707828522,-0.0392992235720158,-0.0444400273263454,"10.91.0.35",365,1712337900,17,"Reliable",96,"10.91.0.35:45053",0,0,1712337909214479000,1712338074703049000,"UCLA-OPENCDA","CARLA-UCLA-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16847,"N/A",1853,0,1712338352981521000,1712338353020917000,"StateChange",1712338352981477000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-1.57079637050629,0.0,0.0,"10.91.0.4",285,1712337901,4801,"Reliable",98,"10.91.0.4:34629",0,0,1712338167781740000,1712338167821434000,"MCITY-TERASIM-01","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16848,"N/A",1045,0,1712338352981780000,1712338353022318000,"StateChange",1712338352981726000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,51.4381484985352,75.0005950927734,237.857284545898,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-3.17548584938049,-9.31577592844235e-10,0.0233980398625135,"10.91.0.4",285,1712337901,8046,"Reliable",98,"10.91.0.4:34629",0,0,1712338248621734000,1712338248665516000,"MCITY-TERASIM-02","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16849,"N/A",4602,0,1712338352981379000,1712338353053678000,"StateChange",1712338352981276000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,59.685417175293,81.6131896972656,238.214172363281,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0108625637367368,0.298678517341614,0.00894092302769423,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.0103690177202225,0.00362988701090217,-0.0149306049570441,"10.91.0.3",431,1712337860,26,"Reliable",90,"10.91.0.3:41593",0,0,1712337892881616000,1712338074336663000,"carma_1","CARLA-FHWA-3","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16850,"N/A",3827,0,1712338353100229000,1712338353101071000,"StateChange",1712338353099346000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3017399,-83.6981651,240.7,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.3017399,-83.6981651,240.7,1.29699780038829,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3017399,-83.6981651,240.7,1.29699780038829,0.0,0.0,0.0,0.0,0.0,"10.91.0.164",1167,1712337925,11,"Reliable",105,"10.91.0.164:44291",0,0,1712337975544429000,1712338073398173000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16851,"N/A",4342,0,1712338353080457000,1712338353118268000,"StateChange",1712338353080352000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,78.7561340332031,120.283409118652,240.065658569336,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.00456647574901581,0.0044322032481432,0.000629531103186309,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.748240351676941,-0.0118875270709395,-0.088331937789917,"10.91.0.163",440,1712337902,25,"Reliable",99,"10.91.0.163:46341",0,0,1712337919024240000,1712338074514676000,"ORNL-AUTO-1","CARLA-ORNL-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16852,"N/A",4218,0,1712338353081298000,1712338353119006000,"StateChange",1712338353081196000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,70.4014511108398,111.922264099121,239.342529296875,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.593357384204865,3.74737041397566e-09,-0.108609907329082,"10.91.0.4",285,1712337901,42,"Reliable",98,"10.91.0.4:34629",0,0,1712337931381602000,1712338073925852000,"MCITY-CAV-01","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.lincoln.mkz2017","Aluminum"
16853,"N/A",4439,0,1712338353073216000,1712338353119380000,"StateChange",1712338353073114000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,104.002426147461,130.824035644531,241.702514648437,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-1.44438707828522,-0.0392992235720158,-0.0444400273263454,"10.91.0.35",365,1712337900,17,"Reliable",96,"10.91.0.35:45053",0,0,1712337909214479000,1712338074703049000,"UCLA-OPENCDA","CARLA-UCLA-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16854,"N/A",1854,0,1712338353081680000,1712338353121007000,"StateChange",1712338353081618000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-1.57079637050629,0.0,0.0,"10.91.0.4",285,1712337901,4801,"Reliable",98,"10.91.0.4:34629",0,0,1712338167781740000,1712338167821434000,"MCITY-TERASIM-01","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16855,"N/A",1046,0,1712338353082005000,1712338353122439000,"StateChange",1712338353081965000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,51.4381484985352,75.0005950927734,237.857284545898,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-3.17548584938049,-9.31577592844235e-10,0.0233980398625135,"10.91.0.4",285,1712337901,8046,"Reliable",98,"10.91.0.4:34629",0,0,1712338248621734000,1712338248665516000,"MCITY-TERASIM-02","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16856,"N/A",4603,0,1712338353081481000,1712338353153938000,"StateChange",1712338353081356000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,59.686653137207,81.6434173583984,238.21516418457,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0128605281934142,0.336145788431168,0.0103065669536591,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.0110961934551597,0.00410499470308423,-0.0148513307794929,"10.91.0.3",431,1712337860,26,"Reliable",90,"10.91.0.3:41593",0,0,1712337892881616000,1712338074336663000,"carma_1","CARLA-FHWA-3","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16857,"N/A",4343,0,1712338353137600000,1712338353173294000,"StateChange",1712338353137514000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,78.7554931640625,120.282562255859,240.065582275391,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.016244649887085,-0.020915986970067,-0.0016907894751057,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.748262226581573,-0.0118948239833117,-0.0883380100131035,"10.91.0.163",440,1712337902,25,"Reliable",99,"10.91.0.163:46341",0,0,1712337919024240000,1712338074514676000,"ORNL-AUTO-1","CARLA-ORNL-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16858,"N/A",3828,0,1712338353181907000,1712338353182771000,"StateChange",1712338353180815000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3017399,-83.6981651,240.7,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.3017399,-83.6981651,240.7,1.29699780038829,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3017399,-83.6981651,240.7,1.29699780038829,0.0,0.0,0.0,0.0,0.0,"10.91.0.164",1167,1712337925,11,"Reliable",105,"10.91.0.164:44291",0,0,1712337975544429000,1712338073398173000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16859,"N/A",4440,0,1712338353172813000,1712338353218752000,"StateChange",1712338353172725000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,104.002426147461,130.824035644531,241.702514648437,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-1.44438707828522,-0.0392992235720158,-0.0444400273263454,"10.91.0.35",365,1712337900,17,"Reliable",96,"10.91.0.35:45053",0,0,1712337909214479000,1712338074703049000,"UCLA-OPENCDA","CARLA-UCLA-1","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16860,"N/A",4604,0,1712338353181395000,1712338353258162000,"StateChange",1712338353181271000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,59.687816619873,81.6769485473633,238.216354370117,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0163872092962265,0.366587370634079,0.0116844149306417,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.0124970162287354,0.00454814592376351,-0.0146487941965461,"10.91.0.3",431,1712337860,26,"Reliable",90,"10.91.0.3:41593",0,0,1712337892881616000,1712338074336663000,"carma_1","CARLA-FHWA-3","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16861,"N/A",4219,0,1712338353237119000,1712338353260976000,"StateChange",1712338353237052000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,70.4014511108398,111.922264099121,239.342529296875,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-0.593357384204865,3.74737041397566e-09,-0.108609907329082,"10.91.0.4",285,1712337901,42,"Reliable",98,"10.91.0.4:34629",0,0,1712337931381602000,1712338073925852000,"MCITY-CAV-01","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.lincoln.mkz2017","Aluminum"
16862,"N/A",1855,0,1712338353237526000,1712338353261341000,"StateChange",1712338353237489000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-1.57079637050629,0.0,0.0,"10.91.0.4",285,1712337901,4801,"Reliable",98,"10.91.0.4:34629",0,0,1712338167781740000,1712338167821434000,"MCITY-TERASIM-01","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16863,"N/A",1047,0,1712338353237767000,1712338353263067000,"StateChange",1712338353237734000,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,51.4381484985352,75.0005950927734,237.857284545898,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.300594329834,-83.6992797851563,0.0,0.0,0.0,0.0,-3.17548584938049,-9.31577592844235e-10,0.0233980398625135,"10.91.0.4",285,1712337901,8046,"Reliable",98,"10.91.0.4:34629",0,0,1712338248621734000,1712338248665516000,"MCITY-TERASIM-02","CARLA-MCITY-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
16864,"N/A",3829,0,1712338353270201000,1712338353270869000,"StateChange",1712338353269326000,"TENA::RTCODE_WGS_1984_IDENTITY",42.3017399,-83.6981651,240.7,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,<UNSET>,"TENA::RTCODE_WGS_1984_IDENTITY",42.3017399,-83.6981651,240.7,1.29699780038829,0.0,0.0,0.0,0.0,0.0,"TENA::RTCODE_WGS_1984_IDENTITY",42.3017399,-83.6981651,240.7,1.29699780038829,0.0,0.0,0.0,0.0,0.0,"10.91.0.164",1167,1712337925,11,"Reliable",105,"10.91.0.164:44291",0,0,1712337975544429000,1712338073398173000,"ANL-DYNO-1","CARLA-ANL-2","VUG::LVCindicator_Live","vehicle.toyota.prius","Aluminum"
